date,province,ine_code,ccaa,new_cases,PCR,TestAc,activos,hospitalized,hospitalized_accumulated,hospitalized_new,intensive_care,deceased,cases_accumulated,cases_accumulated_PCR,recovered,deceased_hosp_eus,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,num_casos_cum1,num_casos2,num_hosp,num_uci,num_def,num_casos_cum2,num_hosp_cum,num_uci_cum,num_def_cum,poblacion,cases_per_cienmil,intensive_care_per_1000000,deceassed_per_100000,hospitalized_per_100000,cases_14days,cases_7days,cases_PCR_14days,cases_PCR_7days,daily_cases,daily_cases_avg7,daily_cases_PCR,daily_cases_PCR_avg7,daily_deaths,daily_deaths_hosp_eus,daily_deaths_inc,daily_deaths_avg3,daily_deaths_avg7,daily_deaths_avg7_hosp_eus,deaths_last_week,num_casos_avg7,num_casos_prueba_pcr_avg7,num_casos2_avg7,ia14,source_name,source,comments
2021-09-01,Albacete,2,Castilla - La Mancha,82,82,0,831,98,0,0,17,436,25687,25687,0,0,0,0,0,0,0,0,0,81,4,0,1,25132,2707,493,431,1032983,2486.68,1.65,42.21,9.49,922,449,922,449,82,64.1,82,64.1,1,0,0.2,0.3,0.3,0,2,0,0,63.3,89.3,0,0,
2021-09-01,Alicante/Alacant,3,Comunitat Valenciana,19,0,0,0,17,0,0,11,974,0,17301,0,0,0,0,0,0,0,0,0,8,0,0,0,15617,1757,171,615,153129,0.0,7.18,636.07,11.1,0,0,366,141,19,20.1,19,20.1,0,0,0.0,0.0,0.3,0,2,0,0,17.6,239.0,0,0,
2021-09-01,Almería,4,Andalucía,6,0,0,0,8,0,0,4,725,0,13504,0,0,0,0,0,0,0,0,0,11,2,0,0,12865,1806,140,526,172539,0.0,2.32,420.19,4.64,0,0,149,56,6,8.0,6,8.0,0,0,0.0,0.0,0.0,0,0,0,0,8.3,86.4,0,0,
2021-09-01,Araba/Álava,1,País Vasco,0,37,0,428,44,0,0,17,766,0,30222,0,0,0,0,0,0,0,0,0,35,3,2,1,30261,3412,382,768,316798,0.0,5.37,241.79,13.89,0,0,672,303,0,0.0,41,40.3,0,0,0.0,1.3,0.7,0,5,0,0,35.9,212.1,0,0,
2021-09-01,Asturias,33,"Asturias, Principado de",0,0,0,0,265,0,0,75,1965,124245,0,0,0,0,0,0,0,0,0,0,290,27,0,1,122881,10214,1039,1945,1942389,6396.5,3.86,101.16,13.64,4651,2413,0,0,0,0.0,0,0.0,0,0,0.0,0.0,3.0,0,20,0,0,326.7,239.4,0,0,
2021-09-01,Ávila,5,Castilla y León,0,9,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,29756,3354,373,761,316798,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,9,43.4,0,0,0.0,0.0,0.0,0,3,0,0,57.4,0.0,0,0,
2021-09-01,Badajoz,6,Extremadura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,25204,1556,106,618,257762,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,3,0,0,44.1,0.0,0,0,
2021-09-01,"Balears, Illes",7,"Balears, Illes",0,24,0,346,30,0,0,15,769,0,0,0,0,0,0,0,0,0,0,0,27,4,0,1,30511,3444,385,770,316798,0.0,4.73,242.74,9.47,0,0,0,0,0,0.0,24,19.4,0,0,0.0,0.0,0.3,0,2,0,0,29.4,0.0,0,0,
2021-09-01,Barcelona,8,Cataluña,88,0,0,0,86,0,0,29,3757,204152,0,0,0,0,0,0,0,0,0,0,78,6,0,1,203821,18674,1662,3764,2565124,7958.76,1.13,146.46,3.35,1201,516,0,0,88,73.7,0,0.0,3,0,0.1,5.7,3.0,0,23,0,0,64.7,46.8,0,0,
2021-09-01,Bizkaia,48,País Vasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20641,2512,145,558,196329,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,11.1,0.0,0,0,
2021-09-01,Burgos,9,Castilla y León,48,48,0,922,74,0,0,14,437,25963,25963,0,0,0,0,0,0,0,0,0,50,1,0,0,25410,2715,495,432,1032983,2513.4,1.36,42.3,7.16,880,404,880,404,48,57.7,48,57.7,0,0,0.0,0.3,0.3,0,2,0,0,57.9,85.2,0,0,
2021-09-01,Cáceres,10,Extremadura,1,0,0,0,13,0,0,4,113,5773,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5773,378,53,113,84777,6809.63,4.72,133.29,15.33,22,4,0,0,1,0.9,0,0.0,1,0,0.9,0.3,0.6,0,4,0,0,0.6,26.0,0,0,
2021-09-01,Cádiz,11,Andalucía,6,0,0,0,28,0,0,31,2118,0,40647,0,0,0,0,0,0,0,0,0,43,0,0,0,38393,4676,304,928,460001,0.0,6.74,460.43,6.09,0,0,596,273,6,39.0,6,39.0,1,0,0.0,1.0,0.6,0,4,0,0,35.9,129.6,0,0,
2021-09-01,Cantabria,39,Cantabria,23,0,0,0,21,0,0,9,976,0,17463,0,0,0,0,0,0,0,0,0,20,0,0,0,15784,1776,173,617,153129,0.0,5.88,637.37,13.71,0,0,241,124,23,17.7,23,17.7,0,0,0.0,0.0,0.1,0,1,0,0,15.7,157.4,0,0,
2021-09-01,Castellón/Castelló,12,Comunitat Valenciana,0,34,0,0,101,0,0,45,1290,52342,50880,0,0,0,0,0,0,0,0,0,72,3,1,1,49863,2252,219,1131,804664,6504.83,5.59,160.32,12.55,1091,444,1082,439,55,63.4,55,62.7,1,0,0.1,0.3,0.7,0,5,0,0,73.9,134.5,0,0,
2021-09-01,Ceuta,51,Ceuta,0,0,0,0,83,0,0,20,603,38320,0,0,0,0,0,0,0,0,0,0,74,9,2,2,41554,3875,497,640,942665,4065.07,2.12,63.97,8.8,1090,538,0,0,72,76.9,72,76.9,1,0,0.2,1.0,0.4,0,3,0,0,84.3,115.6,0,0,
2021-09-01,Ciudad Real,13,Castilla - La Mancha,81,0,0,0,76,0,0,19,1369,0,35230,0,0,0,0,0,0,0,0,0,110,4,1,0,33734,3934,361,816,356958,0.0,5.32,383.52,21.29,0,0,1087,511,81,73.0,81,73.0,1,0,0.1,1.0,1.0,0,7,0,0,73.0,304.5,0,0,
2021-09-01,Córdoba,14,Andalucía,20,0,0,0,24,0,0,8,1682,0,31998,0,0,0,0,0,0,0,0,0,7,2,0,0,30128,3710,223,985,330119,0.0,2.42,509.51,7.27,0,0,434,167,20,23.9,20,23.9,0,0,0.0,0.3,0.1,0,1,0,0,20.0,131.5,0,0,
2021-09-01,"Coruña, A",15,Galicia,0,0,0,0,1871,112910,131,462,16899,0,715629,0,0,0,0,0,0,0,0,0,355,65,3,3,704106,99533,7556,15236,6663394,0.0,6.93,253.61,28.08,0,0,17003,7844,0,0.0,366,1120.6,5,0,0.0,9.7,12.3,0,86,0,0,1107.0,255.2,0,0,
2021-09-01,Cuenca,16,Castilla - La Mancha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,24895,1553,106,614,257762,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1,0,0,52.7,0.0,0,0,
2021-09-01,Gipuzkoa,20,País Vasco,0,0,0,0,208,0,0,66,1747,86210,0,0,0,0,0,0,0,0,0,0,185,9,1,2,85312,7765,1015,1704,914678,9425.17,7.22,191.0,22.74,2714,1232,0,0,146,174.8,0,0.0,1,0,0.1,3.7,5.6,0,18,0,0,160.6,296.7,0,0,
2021-09-01,Girona,17,Cataluña,0,0,0,0,29,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,54482,3771,653,823,716820,0.0,1.67,0.0,4.05,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,5,0,0,39.0,0.0,0,0,
2021-09-01,Granada,18,Andalucía,0,0,0,0,83,0,0,20,603,38320,0,0,0,0,0,0,0,0,0,0,74,9,2,2,41554,3875,497,640,942665,4065.07,2.12,63.97,8.8,1090,538,0,0,72,76.9,72,76.9,1,0,0.2,1.0,0.4,0,3,0,0,84.3,115.6,0,0,
2021-09-01,Guadalajara,19,Castilla - La Mancha,204,0,0,0,0,0,0,0,0,100694,0,0,0,0,0,0,0,0,0,0,200,0,0,0,100839,10505,919,2481,1152651,8735.86,0.0,0.0,0.0,2619,1231,0,0,204,175.9,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,170.0,227.2,0,0,
